subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Dump Time,5.1,5.1,sec,sec,973C,93176,Hydraulic
Lower Time,2.9,2.9,sec,sec,973C,93176,Hydraulic
Number Of Cylinders,6,6,,,963D,93175,Engine
Engine Make,2236,2236,,,963D,93175,Engine
Engine Model,C6.6 ACERT,C6.6 ACERT,,,963D,93175,Engine
Net Power,189,141,hp,kw,963D,93175,Engine
Power Measured @,2000,2000,rpm,rpm,963D,93175,Engine
Displacement,402.8,6.7,cu in,L,963D,93175,Engine
Bore,4.2,105,in,mm,963D,93175,Engine
Stroke,5,127,in,mm,963D,93175,Engine
Net Power - Cat,189,141,hp,kw,963D,93175,Engine
Net Power - Iso 9249,189,141,hp,kw,963D,93175,Engine
Net Power - Sae J1349,189,141,hp,kw,963D,93175,Engine
Engine Model,Cat C6.6 ACERT,Cat C6.6 ACERT,,,963D,93175,Engine
Flywheel Power,189,141,hp,kw,963D,93175,Engine
Net Power - Eec 80/1269,189,141,hp,kw,963D,93175,Engine
Operating Weight,44577,20220,lb,kg,963D,93175,Operational
Fuel Capacity,105.6,400,gal,L,963D,93175,Operational
Cooling System Fluid Capacity,8.3,31.5,gal,L,963D,93175,Operational
Engine Oil Capacity,4.4,16.5,gal,L,963D,93175,Operational
Final Drive Fluid Capacity - Each,4,15,gal,L,963D,93175,Operational
Hydraulic System Fluid Capacity,23.7,90,gal,L,963D,93175,Operational
Static Tipping Load,33001,14969,lb,kg,963D,93175,Operational
Breakout Force - Std Bucket,46908,208.7,lb,kN,963D,93175,Operational
Bucket Capacity - Struck,2.7,2,yd3,m3,963D,93175,Operational
Bucket Capacity - Heaped,3,2.3,yd3,m3,963D,93175,Operational
Operating Voltage,24,24,V,V,963D,93175,Operational
Max Speed,6,9.5,mph,km/h,963D,93175,Operational
Operating Weight,44577,20219.8,lb,kg,963D,93175,Weights
Capacity - General Purpose,3.2,2.5,yd3,m3,963D,93175,Buckets
Bucket Width - General Purpose,102.8,2611.2,in,mm,963D,93175,Buckets
Capacity - Multi-Purpose,2.6,2,yd3,m3,963D,93175,Buckets
Bucket Width - Multi-Purpose,101.3,2573.1,in,mm,963D,93175,Buckets
Pump Type,"Closed center, load sensing/piston","Closed center, load sensing/piston",,,963D,93175,Hydraulic
Pump Flow Capacity,55.2,209,gal/min,L/min,963D,93175,Hydraulic
Relief Valve Pressure,3989,27500,psi,kPa,963D,93175,Hydraulic
Raise Time,5.7,5.7,sec,sec,963D,93175,Hydraulic
Dump Time,1.3,1.3,sec,sec,963D,93175,Hydraulic
Lower Time,3.7,3.7,sec,sec,963D,93175,Hydraulic
Cooling System,8.3,31.5,gal,L,963D,93175,Service Refill Capacities
Fuel Tank,105.6,399.8,gal,L,963D,93175,Service Refill Capacities
Final Drive - Each,4,15.2,gal,L,963D,93175,Service Refill Capacities
Hydraulic Tank,23.7,89.8,gal,L,963D,93175,Service Refill Capacities
Crankcase - With Filter,4.4,16.7,gal,L,963D,93175,Service Refill Capacities
Pivot Shaft,0.5,1.9,gal,L,963D,93175,Service Refill Capacities
Brakes,Brakes,Brakes,,,963D,93175,Standards
Rops/Fops,ROPS/FOPS,ROPS/FOPS,,,963D,93175,Standards
Cab,Cab,Cab,,,963D,93175,Standards
Cycle Time - Dump,1.3 s,1.3 s,,,963D,93175,Bucket Cycle Times
Cycle Time - Float Down,2.9 s,2.9 s,,,963D,93175,Bucket Cycle Times
Cycle Time - Raise,5.8 s,5.8 s,,,963D,93175,Bucket Cycle Times
Cycle Time - Total,6.4 s,6.4 s,,,963D,93175,Bucket Cycle Times
Track Motor,"Two, variable displacement, bent axis motors","Two, variable displacement, bent axis motors",,,963D,93175,Drive System
Hydraulic System - Equipment Type,"Closed center, load sensing / piston","Closed center, load sensing / piston",,,963D,93175,Hydraulic System - Equipment
Main Relief Valve Setting,4061 psi,4061 psi,,,963D,93175,Hydraulic System - Equipment
Output,55.2 gal/min,55.2 gal/min,,,963D,93175,Hydraulic System - Equipment
Number Of Cylinders,6,6,,,953D,93174,Engine
Engine Make,2236,2236,,,953D,93174,Engine
Engine Model,C6.6 ACERT,C6.6 ACERT,,,953D,93174,Engine
Net Power,148,110,hp,kw,953D,93174,Engine
Power Measured @,2000,2000,rpm,rpm,953D,93174,Engine
Displacement,402.8,6.6,cu in,L,953D,93174,Engine
Operating Weight,34341,15577,lb,kg,953D,93174,Operational
Fuel Capacity,83.5,316,gal,L,953D,93174,Operational
Cooling System Fluid Capacity,8,31,gal,L,953D,93174,Operational
Engine Oil Capacity,4.4,16.5,gal,L,953D,93174,Operational
Final Drive Fluid Capacity - Each,2.8,10.8,gal,L,953D,93174,Operational
Hydraulic System Fluid Capacity,18.5,70,gal,L,953D,93174,Operational
Static Tipping Load,25162,11413,lb,kg,953D,93174,Operational
Breakout Force - Std Bucket,36093,160.6,lb,kN,953D,93174,Operational
Bucket Capacity - Struck,2,1.5,yd3,m3,953D,93174,Operational
Bucket Capacity - Heaped,2.3,1.8,yd3,m3,953D,93174,Operational
Operating Voltage,24,24,V,V,953D,93174,Operational
Alternator Supplied Amperage,95,95,amps,amps,953D,93174,Operational
Max Speed,5.8,9.2,mph,km/h,953D,93174,Operational
Pump Type,Hydrostatic drive,Hydrostatic drive,,,953D,93174,Hydraulic
Pump Flow Capacity,30.8,140,gal/min,L/min,953D,93174,Hydraulic
Relief Valve Pressure,3990,27500,psi,kPa,953D,93174,Hydraulic
Raise Time,5.9,5.9,sec,sec,953D,93174,Hydraulic
Dump Time,1.3,1.3,sec,sec,953D,93174,Hydraulic
Lower Time,2,2,sec,sec,953D,93174,Hydraulic
Number Of Cylinders,6,6,,,939C,93173,Engine
Engine Make,2236,2236,,,939C,93173,Engine
Engine Model,3046T,3046T,,,939C,93173,Engine
Net Power,90,67.9,hp,kw,939C,93173,Engine
Power Measured @,2400,2400,rpm,rpm,939C,93173,Engine
Aspiration,Turbocharger,Turbocharger,,,939C,93173,Engine
Displacement,305,5,cu in,L,939C,93173,Engine
Operating Weight,20908,9484,lb,kg,939C,93173,Operational
Fuel Capacity,41.4,157,gal,L,939C,93173,Operational
Cooling System Fluid Capacity,5.5,21,gal,L,939C,93173,Operational
Engine Oil Capacity,3.4,13,gal,L,939C,93173,Operational
Final Drive Fluid Capacity - Each,3.9,14.7,gal,L,939C,93173,Operational
Hydraulic System Fluid Capacity,15,56.8,gal,L,939C,93173,Operational
Static Tipping Load,14565,6607,lb,kg,939C,93173,Operational
Breakout Force - Std Bucket,20200,89.9,lb,kN,939C,93173,Operational
Bucket Capacity - Struck,1.3,1,yd3,m3,939C,93173,Operational
Bucket Capacity - Heaped,1.5,1.2,yd3,m3,939C,93173,Operational
Operating Voltage,12,12,V,V,939C,93173,Operational
Alternator Supplied Amperage,55,55,amps,amps,939C,93173,Operational
Pump Type,Gear,Gear,,,939C,93173,Hydraulic
Pump Flow Capacity,35,133,gal/min,L/min,939C,93173,Hydraulic
Relief Valve Pressure,2875,19820,psi,kPa,939C,93173,Hydraulic
Raise Time,5.6,5.6,sec,sec,939C,93173,Hydraulic
Dump Time,2.4,2.4,sec,sec,939C,93173,Hydraulic
Lower Time,2.9,2.9,sec,sec,939C,93173,Hydraulic
Number Of Cylinders,4,4,,,955L,93219,Engine
Engine Make,2236,2236,,,955L,93219,Engine
Engine Model,D330,D330,,,955L,93219,Engine
Net Power,130,97,hp,kw,955L,93219,Engine
Aspiration,turbocharged,turbocharged,,,955L,93219,Engine
Displacement,427.2,7,cu in,L,955L,93219,Engine
Operating Weight,30203.4,13700,lb,kg,955L,93219,Operational
Fuel Capacity,62.9,238,gal,L,955L,93219,Operational
Cooling System Fluid Capacity,39.1,148,gal,L,955L,93219,Operational
Static Tipping Load,18607.1,8440,lb,kg,955L,93219,Operational
Breakout Force - Std Bucket,22930,102,lb,kN,955L,93219,Operational
Bucket Capacity - Struck,1.7,1.3,yd3,m3,955L,93219,Operational
Bucket Capacity - Heaped,2.1,1.6,yd3,m3,955L,93219,Operational
Operating Voltage,24,24,V,V,955L,93219,Operational
Max Speed,7.1,11.3,mph,km/h,955L,93219,Operational
Raise Time,6.6,6.6,sec,sec,955L,93219,Hydraulic
Dump Time,1.6,1.6,sec,sec,955L,93219,Hydraulic
Lower Time,3.2,3.2,sec,sec,955L,93219,Hydraulic
Number Of Cylinders,4,4,,,941B,93218,Engine
Engine Make,2236,2236,,,941B,93218,Engine
Engine Model,3304,3304,,,941B,93218,Engine
Net Power,80,59.7,hp,kw,941B,93218,Engine
Power Measured @,2000,2000,rpm,rpm,941B,93218,Engine
Displacement,427.2,7,cu in,L,941B,93218,Engine
Operating Weight,24899.1,11294,lb,kg,941B,93218,Operational
Fuel Capacity,39.9,151,gal,L,941B,93218,Operational
Cooling System Fluid Capacity,6.5,24.6,gal,L,941B,93218,Operational
Engine Oil Capacity,5,18.9,gal,L,941B,93218,Operational
Final Drive Fluid Capacity - Each,2.6,9.5,gal,L,941B,93218,Operational
Hydraulic System Fluid Capacity,19,72,gal,L,941B,93218,Operational
Static Tipping Load,15829.2,7180,lb,kg,941B,93218,Operational
Breakout Force - Std Bucket,14220,63.3,lb,kN,941B,93218,Operational
Bucket Capacity - Struck,1.3,1,yd3,m3,941B,93218,Operational
Operating Voltage,24,24,V,V,941B,93218,Operational
Alternator Supplied Amperage,19,19,amps,amps,941B,93218,Operational
Max Speed,6.9,11.2,mph,km/h,941B,93218,Operational
Pump Type,Vane-type pump,Vane-type pump,,,941B,93218,Hydraulic
Pump Flow Capacity,27.8,105,gal/min,L/min,941B,93218,Hydraulic
Relief Valve Pressure,2500,17236.9,psi,kPa,941B,93218,Hydraulic
Raise Time,6.7,6.7,sec,sec,941B,93218,Hydraulic
Dump Time,2.5,2.5,sec,sec,941B,93218,Hydraulic
Lower Time,2.2,2.2,sec,sec,941B,93218,Hydraulic
Number Of Cylinders,4,4,,,931 LGP,93217,Engine
Engine Make,2236,2236,,,931 LGP,93217,Engine
Engine Model,3204,3204,,,931 LGP,93217,Engine
Net Power,62,46.3,hp,kw,931 LGP,93217,Engine
Power Measured @,2400,2400,rpm,rpm,931 LGP,93217,Engine
Displacement,317.4,5.2,cu in,L,931 LGP,93217,Engine
Operating Weight,17141,7775,lb,kg,931 LGP,93217,Operational
Fuel Capacity,30.2,114,gal,L,931 LGP,93217,Operational
Cooling System Fluid Capacity,6.5,24.6,gal,L,931 LGP,93217,Operational
Engine Oil Capacity,3.1,11.4,gal,L,931 LGP,93217,Operational
Final Drive Fluid Capacity - Each,3.1,11.4,gal,L,931 LGP,93217,Operational
Hydraulic System Fluid Capacity,13,49.2,gal,L,931 LGP,93217,Operational
Static Tipping Load,10156.7,4607,lb,kg,931 LGP,93217,Operational
Breakout Force - Std Bucket,12850,57.2,lb,kN,931 LGP,93217,Operational
Bucket Capacity - Struck,0.9,0.7,yd3,m3,931 LGP,93217,Operational
Bucket Capacity - Heaped,1.1,0.8,yd3,m3,931 LGP,93217,Operational
Operating Voltage,12,12,V,V,931 LGP,93217,Operational
Alternator Supplied Amperage,40,40,amps,amps,931 LGP,93217,Operational
Max Speed,6.9,11.1,mph,km/h,931 LGP,93217,Operational
Pump Type,Single-section gear pump,Single-section gear pump,,,931 LGP,93217,Hydraulic
Pump Flow Capacity,22.2,84,gal/min,L/min,931 LGP,93217,Hydraulic
Relief Valve Pressure,2500,17236.9,psi,kPa,931 LGP,93217,Hydraulic
Raise Time,6.2,6.13,sec,sec,931 LGP,93217,Hydraulic
Dump Time,1.3,1.26,sec,sec,931 LGP,93217,Hydraulic
Lower Time,3.5,3.48,sec,sec,931 LGP,93217,Hydraulic
Engine Make,2236,2236,,,931,93216,Engine
Engine Model,3204,3204,,,931,93216,Engine
Net Power,62,46.3,hp,kw,931,93216,Engine
Displacement,317.4,5.2,cu in,L,931,93216,Engine
Operating Weight,15211.9,6900,lb,kg,931,93216,Operational
Fuel Capacity,30.3,114.5,gal,L,931,93216,Operational
Hydraulic System Fluid Capacity,13,-,gal,L,931,93216,Operational
Static Tipping Load,8895.7,4035,lb,kg,931,93216,Operational
Breakout Force - Std Bucket,10700,47.6,lb,kN,931,93216,Operational
Bucket Capacity - Struck,0.9,0.7,yd3,m3,931,93216,Operational
Bucket Capacity - Heaped,1.1,0.8,yd3,m3,931,93216,Operational
Max Speed,6.9,11.1,mph,km/h,931,93216,Operational
Raise Time,6.1,6.1,sec,sec,931,93216,Hydraulic
Dump Time,1.3,1.3,sec,sec,931,93216,Hydraulic
Lower Time,3.5,3.5,sec,sec,931,93216,Hydraulic
Engine Make,2236,2236,,,973C WH,93186,Engine
Engine Model,C9,C9,,,973C WH,93186,Engine
Net Power,239,178.3,hp,kw,973C WH,93186,Engine
Operating Weight,60585,27480.9,lb,kg,973C WH,93186,Operational
Fuel Capacity,113,427.8,gal,L,973C WH,93186,Operational
Cooling System Fluid Capacity,11,41.7,gal,L,973C WH,93186,Operational
Engine Oil Capacity,7.7,29,gal,L,973C WH,93186,Operational
Final Drive Fluid Capacity - Each,7.5,28.4,gal,L,973C WH,93186,Operational
Bucket Capacity - Heaped,6.2,4.8,yd3,m3,973C WH,93186,Operational
Max Speed,5.6,9.1,mph,km/h,973C WH,93186,Operational
