subparam,value1,value2,unit1,unit2,modelname,modelid,specifications.topparam
Height,52.9,1343,in,mm,D7R LGP,103912,Standard Blade
Capacity,7.8,5.9,yd3,m3,D7R LGP,103912,Standard Blade
Cutting Depth,26.3,668,in,mm,D7R LGP,103912,Standard Blade
Number Of Cylinders,6,6,,,D7R,103910,Engine
Engine Make,2236,2236,,,D7R,103910,Engine
Engine Model,3306T,3306T,,,D7R,103910,Engine
Gross Power,247,184.2,hp,kw,D7R,103910,Engine
Net Power,230,171.6,hp,kw,D7R,103910,Engine
Power Measured @,2100,2100,rpm,rpm,D7R,103910,Engine
Displacement,638,10.5,cu in,L,D7R,103910,Engine
Aspiration,Turbocharged,Turbocharged,,,D7R,103910,Engine
Operating Weight,54200,24584.8,lb,kg,D7R,103910,Operational
Fuel Capacity,126.6,479,gal,L,D7R,103910,Operational
Cooling System Fluid Capacity,19.9,75,gal,L,D7R,103910,Operational
Engine Oil Capacity,7.3,27.3,gal,L,D7R,103910,Operational
Hydraulic Fluid Capacity,14.3,54.1,gal,L,D7R,103910,Operational
Powertrain Fluid Capacity,48.1,182,gal,L,D7R,103910,Operational
Final Drives Fluid Capacity,3.5,13,gal,L,D7R,103910,Operational
Operating Voltage,24,24,V,V,D7R,103910,Operational
Alternator Supplied Amperage,70,70,amps,amps,D7R,103910,Operational
Transmission Type,Power Shift,Power Shift,,,D7R,103910,Transmission
Number Of Forward Gears,3,3,,,D7R,103910,Transmission
Number Of Reverse Gears,3,3,,,D7R,103910,Transmission
Max Speed - Forward,6.8,11,mph,km/h,D7R,103910,Transmission
Max Speed - Reverse,8.6,13.9,mph,km/h,D7R,103910,Transmission
Pump Type,Piston,Piston,,,D7R,103910,Hydraulic System
Relief Valve Pressure,3306,22794.1,psi,kPa,D7R,103910,Hydraulic System
Pump Flow Capacity,46.8,177,gal/min,L/min,D7R,103910,Hydraulic System
Width,12.9,3904,ft in,mm,D7R,103910,Standard Blade
Height,53.7,1363,in,mm,D7R,103910,Standard Blade
Capacity,6.8,5.2,yd3,m3,D7R,103910,Standard Blade
Cutting Depth,20.8,527,in,mm,D7R,103910,Standard Blade
Number Of Cylinders,4,4,,,D4B LGP,103759,Engine
Engine Make,2236,2236,,,D4B LGP,103759,Engine
Engine Model,3204,3204,,,D4B LGP,103759,Engine
Gross Power,81,60.5,hp,kw,D4B LGP,103759,Engine
Net Power,75,56,hp,kw,D4B LGP,103759,Engine
Power Measured @,2400,2400,rpm,rpm,D4B LGP,103759,Engine
Displacement,317.4,5.2,cu in,L,D4B LGP,103759,Engine
Operating Weight,17195,7799.6,lb,kg,D4B LGP,103759,Operational
Fuel Capacity,30.7,116,gal,L,D4B LGP,103759,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,D4B LGP,103759,Operational
Engine Oil Capacity,3.2,12,gal,L,D4B LGP,103759,Operational
Hydraulic Fluid Capacity,18.5,70,gal,L,D4B LGP,103759,Operational
Final Drives Fluid Capacity,2.2,8,gal,L,D4B LGP,103759,Operational
Operating Voltage,12,12,V,V,D4B LGP,103759,Operational
Alternator Supplied Amperage,40,40,amps,amps,D4B LGP,103759,Operational
Transmission Type,Planetary Powershift,Planetary Powershift,,,D4B LGP,103759,Transmission
Number Of Forward Gears,3,3,,,D4B LGP,103759,Transmission
Number Of Reverse Gears,3,3,,,D4B LGP,103759,Transmission
Max Speed - Forward,6.9,11.2,mph,km/h,D4B LGP,103759,Transmission
Max Speed - Reverse,7.4,12,mph,km/h,D4B LGP,103759,Transmission
Pump Type,gear,gear,,,D4B LGP,103759,Hydraulic System
Relief Valve Pressure,2500,17236.9,psi,kPa,D4B LGP,103759,Hydraulic System
Pump Flow Capacity,14.6,55,gal/min,L/min,D4B LGP,103759,Hydraulic System
Width,10.2,3100,ft in,mm,D4B LGP,103759,Standard Blade
Height,32.6,827.3,in,mm,D4B LGP,103759,Standard Blade
Capacity,2.2,1.7,yd3,m3,D4B LGP,103759,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D4B LGP,103759,Standard Blade
Cutting Depth,15.3,387,in,mm,D4B LGP,103759,Standard Blade
Number Of Cylinders,4,4,,,D4B,103758,Engine
Engine Make,2236,2236,,,D4B,103758,Engine
Engine Model,3204,3204,,,D4B,103758,Engine
Gross Power,81,60.5,hp,kw,D4B,103758,Engine
Net Power,75,56,hp,kw,D4B,103758,Engine
Power Measured @,2400,2400,rpm,rpm,D4B,103758,Engine
Displacement,317.4,5.2,cu in,L,D4B,103758,Engine
Operating Weight,16422,7448.9,lb,kg,D4B,103758,Operational
Fuel Capacity,30.7,116,gal,L,D4B,103758,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,D4B,103758,Operational
Engine Oil Capacity,3.2,12,gal,L,D4B,103758,Operational
Hydraulic Fluid Capacity,18.5,70,gal,L,D4B,103758,Operational
Final Drives Fluid Capacity,2.2,8,gal,L,D4B,103758,Operational
Operating Voltage,12,12,V,V,D4B,103758,Operational
Alternator Supplied Amperage,40,40,amps,amps,D4B,103758,Operational
Transmission Type,Planetary Powershift,Planetary Powershift,,,D4B,103758,Transmission
Number Of Forward Gears,3,3,,,D4B,103758,Transmission
Number Of Reverse Gears,3,3,,,D4B,103758,Transmission
Max Speed - Forward,6.9,11.2,mph,km/h,D4B,103758,Transmission
Max Speed - Reverse,7.4,12,mph,km/h,D4B,103758,Transmission
Pump Type,gear,gear,,,D4B,103758,Hydraulic System
Relief Valve Pressure,2500,17236.9,psi,kPa,D4B,103758,Hydraulic System
Pump Flow Capacity,14.6,55,gal/min,L/min,D4B,103758,Hydraulic System
Width,8,2413,ft in,mm,D4B,103758,Standard Blade
Height,36.6,928,in,mm,D4B,103758,Standard Blade
Capacity,2,1.5,yd3,m3,D4B,103758,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D4B,103758,Standard Blade
Cutting Depth,15,379,in,mm,D4B,103758,Standard Blade
Number Of Cylinders,6,6,,,D6H LGP,103768,Engine
Engine Make,2236,2236,,,D6H LGP,103768,Engine
Engine Model,3306,3306,,,D6H LGP,103768,Engine
Gross Power,179,133.5,hp,kw,D6H LGP,103768,Engine
Net Power,165,123.1,hp,kw,D6H LGP,103768,Engine
Power Measured @,1800,1800,rpm,rpm,D6H LGP,103768,Engine
Displacement,640.8,10.5,cu in,L,D6H LGP,103768,Engine
Aspiration,turbocharged,turbocharged,,,D6H LGP,103768,Engine
Operating Weight,43354,19665,lb,kg,D6H LGP,103768,Operational
Fuel Capacity,85.1,322,gal,L,D6H LGP,103768,Operational
Cooling System Fluid Capacity,10.1,38,gal,L,D6H LGP,103768,Operational
Engine Oil Capacity,7.3,27.5,gal,L,D6H LGP,103768,Operational
Final Drives Fluid Capacity,3.5,13.2,gal,L,D6H LGP,103768,Operational
Operating Voltage,24,24,V,V,D6H LGP,103768,Operational
Alternator Supplied Amperage,35,35,amps,amps,D6H LGP,103768,Operational
Transmission Type,Planetary powershift,Planetary powershift,,,D6H LGP,103768,Transmission
Number Of Forward Gears,3,3,,,D6H LGP,103768,Transmission
Number Of Reverse Gears,3,3,,,D6H LGP,103768,Transmission
Max Speed - Forward,7.1,11.3,mph,km/h,D6H LGP,103768,Transmission
Max Speed - Reverse,9,14.4,mph,km/h,D6H LGP,103768,Transmission
Pump Type,Gear pump,Gear pump,,,D6H LGP,103768,Hydraulic System
Relief Valve Pressure,2875,19822.5,psi,kPa,D6H LGP,103768,Hydraulic System
Pump Flow Capacity,19.3,73,gal/min,L/min,D6H LGP,103768,Hydraulic System
Width,13.1,3990,ft in,mm,D6H LGP,103768,Standard Blade
Height,43.3,1098,in,mm,D6H LGP,103768,Standard Blade
Capacity,4.9,3.7,yd3,m3,D6H LGP,103768,Standard Blade
Cutting Depth,25.9,656,in,mm,D6H LGP,103768,Standard Blade
Number Of Cylinders,4,4,,,D3B LGP-S,103757,Engine
Engine Make,2236,2236,,,D3B LGP-S,103757,Engine
Engine Model,3204,3204,,,D3B LGP-S,103757,Engine
Net Power,65,48.5,hp,kw,D3B LGP-S,103757,Engine
Power Measured @,2400,2400,rpm,rpm,D3B LGP-S,103757,Engine
Displacement,317.4,5.2,cu in,L,D3B LGP-S,103757,Engine
Operating Weight,18642.3,8456,lb,kg,D3B LGP-S,103757,Operational
Fuel Capacity,30.2,114,gal,L,D3B LGP-S,103757,Operational
Cooling System Fluid Capacity,5.3,20,gal,L,D3B LGP-S,103757,Operational
Engine Oil Capacity,3.2,12,gal,L,D3B LGP-S,103757,Operational
Hydraulic Fluid Capacity,22.2,84,gal,L,D3B LGP-S,103757,Operational
Final Drives Fluid Capacity,3.2,12,gal,L,D3B LGP-S,103757,Operational
Operating Voltage,12,12,V,V,D3B LGP-S,103757,Operational
Alternator Supplied Amperage,40,40,amps,amps,D3B LGP-S,103757,Operational
Transmission Type,Planetary powershift,Planetary powershift,,,D3B LGP-S,103757,Transmission
Number Of Forward Gears,3,3,,,D3B LGP-S,103757,Transmission
Number Of Reverse Gears,3,3,,,D3B LGP-S,103757,Transmission
Max Speed - Forward,6.3,10.2,mph,km/h,D3B LGP-S,103757,Transmission
Max Speed - Reverse,6.7,10.8,mph,km/h,D3B LGP-S,103757,Transmission
Pump Type,Constant  power,Constant  power,,,D3B LGP-S,103757,Hydraulic System
Relief Valve Pressure,2500,17236.9,psi,kPa,D3B LGP-S,103757,Hydraulic System
Pump Flow Capacity,22,83,gal/min,L/min,D3B LGP-S,103757,Hydraulic System
Width,11.5,3500,ft in,mm,D3B LGP-S,103757,Standard Blade
Height,21.7,550,in,mm,D3B LGP-S,103757,Standard Blade
Cutting Depth,18,457.2,in,mm,D3B LGP-S,103757,Standard Blade
Number Of Cylinders,4,4,,,D5H LGP,103756,Engine
Engine Make,2236,2236,,,D5H LGP,103756,Engine
Engine Model,3304,3304,,,D5H LGP,103756,Engine
Gross Power,129,96.2,hp,kw,D5H LGP,103756,Engine
Net Power,120,89.5,hp,kw,D5H LGP,103756,Engine
Power Measured @,2200,2200,rpm,rpm,D5H LGP,103756,Engine
Displacement,427.2,7,cu in,L,D5H LGP,103756,Engine
Aspiration,turbocharged,turbocharged,,,D5H LGP,103756,Engine
Operating Weight,32380,14687.4,lb,kg,D5H LGP,103756,Operational
Fuel Capacity,65,246,gal,L,D5H LGP,103756,Operational
Cooling System Fluid Capacity,7.4,27.9,gal,L,D5H LGP,103756,Operational
Engine Oil Capacity,4.8,17.8,gal,L,D5H LGP,103756,Operational
Hydraulic Fluid Capacity,18.5,70,gal,L,D5H LGP,103756,Operational
Final Drives Fluid Capacity,1.9,7,gal,L,D5H LGP,103756,Operational
Operating Voltage,24,24,V,V,D5H LGP,103756,Operational
Alternator Supplied Amperage,50,50,amps,amps,D5H LGP,103756,Operational
Transmission Type,Planetary powershift,Planetary powershift,,,D5H LGP,103756,Transmission
Number Of Forward Gears,3,3,,,D5H LGP,103756,Transmission
Number Of Reverse Gears,3,3,,,D5H LGP,103756,Transmission
Max Speed - Forward,6.3,10,mph,km/h,D5H LGP,103756,Transmission
Max Speed - Reverse,7.8,12.5,mph,km/h,D5H LGP,103756,Transmission
Pump Type,"Load sensing hydraulics, variable displacement piston pump","Load sensing hydraulics, variable displacement piston pump",,,D5H LGP,103756,Hydraulic System
Relief Valve Pressure,3000,20684.3,psi,kPa,D5H LGP,103756,Hydraulic System
Pump Flow Capacity,28.8,108.8,gal/min,L/min,D5H LGP,103756,Hydraulic System
Width,13.1,3980,ft in,mm,D5H LGP,103756,Standard Blade
Height,40.4,1025,in,mm,D5H LGP,103756,Standard Blade
Capacity,4.2,3.2,yd3,m3,D5H LGP,103756,Standard Blade
Cutting Depth,19.4,491,in,mm,D5H LGP,103756,Standard Blade
Number Of Cylinders,4,4,,,D4H LGP,103755,Engine
Engine Make,2236,2236,,,D4H LGP,103755,Engine
Engine Model,3204,3204,,,D4H LGP,103755,Engine
Gross Power,99,73.9,hp,kw,D4H LGP,103755,Engine
Net Power,90,67.2,hp,kw,D4H LGP,103755,Engine
Power Measured @,2200,2200,rpm,rpm,D4H LGP,103755,Engine
Displacement,317.4,5.2,cu in,L,D4H LGP,103755,Engine
Aspiration,turbocharged,turbocharged,,,D4H LGP,103755,Engine
Operating Weight,24790,11244.6,lb,kg,D4H LGP,103755,Operational
Fuel Capacity,44.2,167,gal,L,D4H LGP,103755,Operational
Cooling System Fluid Capacity,7.2,27,gal,L,D4H LGP,103755,Operational
Engine Oil Capacity,4,15,gal,L,D4H LGP,103755,Operational
Hydraulic Fluid Capacity,17.8,67.3,gal,L,D4H LGP,103755,Operational
Final Drives Fluid Capacity,1.6,6,gal,L,D4H LGP,103755,Operational
Operating Voltage,24,24,V,V,D4H LGP,103755,Operational
Alternator Supplied Amperage,35,35,amps,amps,D4H LGP,103755,Operational
Transmission Type,Planetary powershift,Planetary powershift,,,D4H LGP,103755,Transmission
Number Of Forward Gears,3,3,,,D4H LGP,103755,Transmission
Number Of Reverse Gears,3,3,,,D4H LGP,103755,Transmission
Max Speed - Forward,6.4,10.2,mph,km/h,D4H LGP,103755,Transmission
Max Speed - Reverse,7.6,12.2,mph,km/h,D4H LGP,103755,Transmission
Pump Type,"Load sensing, variable displacement piston pump","Load sensing, variable displacement piston pump",,,D4H LGP,103755,Hydraulic System
Relief Valve Pressure,2700,18615.9,psi,kPa,D4H LGP,103755,Hydraulic System
Pump Flow Capacity,25,94.6,gal/min,L/min,D4H LGP,103755,Hydraulic System
Width,10.7,3256,ft in,mm,D4H LGP,103755,Standard Blade
Height,35.8,908,in,mm,D4H LGP,103755,Standard Blade
Capacity,2.7,2.1,yd3,m3,D4H LGP,103755,Standard Blade
Cutting Depth,16.3,414,in,mm,D4H LGP,103755,Standard Blade
Number Of Cylinders,6,6,,,D7H,103754,Engine
Engine Make,2236,2236,,,D7H,103754,Engine
Engine Model,3306,3306,,,D7H,103754,Engine
Gross Power,231,172.3,hp,kw,D7H,103754,Engine
Net Power,215,160.4,hp,kw,D7H,103754,Engine
Power Measured @,2100,2100,rpm,rpm,D7H,103754,Engine
Displacement,640.8,10.5,cu in,L,D7H,103754,Engine
Aspiration,turbocharged,turbocharged,,,D7H,103754,Engine
Operating Weight,52134,23647.6,lb,kg,D7H,103754,Operational
Fuel Capacity,129,488,gal,L,D7H,103754,Operational
Cooling System Fluid Capacity,13.9,52.4,gal,L,D7H,103754,Operational
Hydraulic Fluid Capacity,30.4,115,gal,L,D7H,103754,Operational
Final Drives Fluid Capacity,2.6,9.6,gal,L,D7H,103754,Operational
Operating Voltage,24,24,V,V,D7H,103754,Operational
Alternator Supplied Amperage,35,35,amps,amps,D7H,103754,Operational
Transmission Type,Planetary powershift,Planetary powershift,,,D7H,103754,Transmission
Number Of Forward Gears,3,3,,,D7H,103754,Transmission
Number Of Reverse Gears,3,3,,,D7H,103754,Transmission
Max Speed - Forward,7.4,12,mph,km/h,D7H,103754,Transmission
Max Speed - Reverse,8.9,14.4,mph,km/h,D7H,103754,Transmission
Relief Valve Pressure,3300,22752.7,psi,kPa,D7H,103754,Hydraulic System
Pump Flow Capacity,46.3,175,gal/min,L/min,D7H,103754,Hydraulic System
Width,12.6,3813,ft in,mm,D7H,103754,Standard Blade
Height,50.3,1276,in,mm,D7H,103754,Standard Blade
Capacity,5.9,4.5,yd3,m3,D7H,103754,Standard Blade
Blade Angle (Both Directions),25,25,degrees,degrees,D7H,103754,Standard Blade
Cutting Depth,19.7,498,in,mm,D7H,103754,Standard Blade
Beam Cross Section,216 mm  254 mm (8.5 in  10.0 in),216 mm  254 mm (8.5 in  10.0 in),,,D6N,90913,Ripper
Number Of Pockets,3,3,,,D6N,90913,Ripper
Maximum Penetration - Xl,20.2,513.1,in,mm,D6N,90913,Ripper
Maximum Penetration - Lgp,15.6,396.3,in,mm,D6N,90913,Ripper
Ripper Type,Fixed Parallelogram,Fixed Parallelogram,,,D6N,90913,Ripper
Pocket Spacing,3.3,1.1,ft in,m,D6N,90913,Ripper
Shank Gauge,6.6,2.1,ft in,m,D6N,90913,Ripper
Shank Section,73 mm  176 mm (2.9 in  6.9 in),73 mm  176 mm (2.9 in  6.9 in),,,D6N,90913,Ripper
Maximum Clearance Raised - Shank Tip,24.5,622.3,in,mm,D6N,90913,Ripper
Maximum Penetration Force - Xl,11600,15727.5,lb ft,Nm,D6N,90913,Ripper
Maximum Pry-Out Force - Xl,47480,64374.3,lb ft,Nm,D6N,90913,Ripper
Maximum Penetration Force - Lgp,9667,13106.7,lb ft,Nm,D6N,90913,Ripper
Maximum Pry-Out Force - Lgp,38217,51815.3,lb ft,Nm,D6N,90913,Ripper
Each Additional Shank,172,78.1,lb,kg,D6N,90913,Ripper
Weight - With Three Shanks,3444,1562.2,lb,kg,D6N,90913,Ripper
Overall Beam Width,86.7,2202.2,in,mm,D6N,90913,Ripper
Engine Make,2236,2236,,,D6N,90913,Engine
Engine Model,3126 DITAAC,3126 DITAAC,,,D6N,90913,Engine
Net Power,145,108.2,hp,kw,D6N,90913,Engine
Displacement,433,7.1,cu in,L,D6N,90913,Engine
Bore,4.1,104.2,in,mm,D6N,90913,Engine
Stroke,5.3,134.7,in,mm,D6N,90913,Engine
Emissions,U.S. EPA Tier 4 Final/EU Stage IV/Korea Tier 4 Final,U.S. EPA Tier 4 Final/EU Stage IV/Korea Tier 4 Final,,,D6N,90913,Engine
Engine Model,Cat C7.1 ACERT,Cat C7.1 ACERT,,,D6N,90913,Engine
Flywheel Power,166,123.8,hp,kw,D6N,90913,Engine
Note (1),"Net power advertised is the power available at the engine flywheel when the engine is equipped with the air cleaner, muffler, alternator, cooling fan at maximum speed.","Net power advertised is the power available at the engine flywheel when the engine is equipped with the air cleaner, muffler, alternator, cooling fan at maximum speed.",,,D6N,90913,Engine
Note (2),"No derating required up to 3000 m (9,840 ft) altitude, beyond 3000 m (9,840 ft) automatic derating occurs.","No derating required up to 3000 m (9,840 ft) altitude, beyond 3000 m (9,840 ft) automatic derating occurs.",,,D6N,90913,Engine
Note (3),"All non-road Tier 4 Interim and Final, Stage IIIB and IV, and Korea Tier 4 Final diesel engines are required to use only Ultra Low Sulfur Diesel (ULSD) fuels containing 15 ppm EPA/10 ppm EU (mg/kg) sulfur or less. Biodiesel blends up to B20 (20% blend by volume) are acceptable when blended with 15 ppm (mg/kg) sulfur or less ULSD. B20 should meet ASTM D7467 specification (biodiesel blend stock should meet Cat biodiesel spec, ASTM D6751 or EN 14214). Cat DEO-ULS or oils that meet the Cat ECF-3, API CJ-4, and ACEA E9 specification are required. Consult your OMM for further machine specific fuel recommendations.","All non-road Tier 4 Interim and Final, Stage IIIB and IV, and Korea Tier 4 Final diesel engines are required to use only Ultra Low Sulfur Diesel (ULSD) fuels containing 15 ppm EPA/10 ppm EU (mg/kg) sulfur or less. Biodiesel blends up to B20 (20% blend by volume) are acceptable when blended with 15 ppm (mg/kg) sulfur or less ULSD. B20 should meet ASTM D7467 specification (biodiesel blend stock should meet Cat biodiesel spec, ASTM D6751 or EN 14214). Cat DEO-ULS or oils that meet the Cat ECF-3, API CJ-4, and ACEA E9 specification are required. Consult your OMM for further machine specific fuel recommendations.",,,D6N,90913,Engine
Note (4),Diesel Exhaust Fluid (DEF) used in Cat Selective Catalytic Reduction (SCR) systems must meet the requirements outlined in the International Organization for Standardization (ISO) standard 22241.,Diesel Exhaust Fluid (DEF) used in Cat Selective Catalytic Reduction (SCR) systems must meet the requirements outlined in the International Organization for Standardization (ISO) standard 22241.,,,D6N,90913,Engine
"Net Power - 1,800 Rpm - Iso 9249/Sae J1349 (Din)",168,125.3,hp,kw,D6N,90913,Engine
"Net Power - 1,800 Rpm - Iso 9249/Sae J1349",166,123.8,hp,kw,D6N,90913,Engine
"Engine Power - Maximum - At 2,200 Rpm - Sae J1995",182,135.8,hp,kw,D6N,90913,Engine
"Engine Power - Maximum - At 2,200 Rpm - Iso 14396",178,132.8,hp,kw,D6N,90913,Engine
"Engine Power - Maximum - At 2,200 Rpm - Iso 14396 (Din)",180,134.3,hp,kw,D6N,90913,Engine
Operating Weight,34361,15585.9,lb,kg,D6N,90913,Operational
Fuel Capacity,79,299,gal,L,D6N,90913,Operational
Cooling System Fluid Capacity,10.8,40.7,gal,L,D6N,90913,Operational
Hydraulic Fluid Capacity,7.8,29.5,gal,L,D6N,90913,Operational
Final Drives Fluid Capacity,1.9,7,gal,L,D6N,90913,Operational
Number Of Forward Gears,3,3,,,D6N,90913,Transmission
Number Of Reverse Gears,3,3,,,D6N,90913,Transmission
Max Speed - Forward,6.3,10.2,mph,km/h,D6N,90913,Transmission
Max Speed - Reverse,7.4,12,mph,km/h,D6N,90913,Transmission
1.0 Forward,2.1,3.4,mph,km/h,D6N,90913,Transmission
2.0 Forward,3.6,5.8,mph,km/h,D6N,90913,Transmission
3.0 Forward,6.1,9.9,mph,km/h,D6N,90913,Transmission
1.0 Reverse,2.5,4.1,mph,km/h,D6N,90913,Transmission
2.0 Reverse,4.4,7.1,mph,km/h,D6N,90913,Transmission
3.0 Reverse,7.6,12.3,mph,km/h,D6N,90913,Transmission
1.5 Forward,2.7,4.4,mph,km/h,D6N,90913,Transmission
2.5 Forward,4.7,7.6,mph,km/h,D6N,90913,Transmission
1.5 Reverse,3.4,5.5,mph,km/h,D6N,90913,Transmission
2.5 Reverse,5.9,9.5,mph,km/h,D6N,90913,Transmission
0.5 Forward,1.6,2.6,mph,km/h,D6N,90913,Transmission
0.7 Forward,1.7,2.8,mph,km/h,D6N,90913,Transmission
1.7 Forward,3,4.9,mph,km/h,D6N,90913,Transmission
2.7 Forward,5.2,8.4,mph,km/h,D6N,90913,Transmission
0.5 Reverse,1.9,3.1,mph,km/h,D6N,90913,Transmission
0.7 Reverse,2.1,3.4,mph,km/h,D6N,90913,Transmission
1.7 Reverse,3.7,6,mph,km/h,D6N,90913,Transmission
2.7 Reverse,6.5,10.5,mph,km/h,D6N,90913,Transmission
0.5 Forward (Eu),1.5,2.5,mph,km/h,D6N,90913,Transmission
0.7 Forward (Eu),1.6,2.6,mph,km/h,D6N,90913,Transmission
0.5 Reverse (Eu),1.8,2.9,mph,km/h,D6N,90913,Transmission
0.7 Reverse (Eu),1.9,3.1,mph,km/h,D6N,90913,Transmission
1.0 Reverse (Eu),2.2,3.6,mph,km/h,D6N,90913,Transmission
Maximum Drawbar Pull - 1.0 Forward,71939,97536.2,lb ft,Nm,D6N,90913,Transmission
Maximum Drawbar Pull - 2.0 Forward,44512,60350.2,lb ft,Nm,D6N,90913,Transmission
Maximum Drawbar Pull - 3.0 Forward,25403,34441.9,lb ft,Nm,D6N,90913,Transmission
1.0 Forward (Eu),1.9,3.1,mph,km/h,D6N,90913,Transmission
Operating Weight,36943,16757.1,lb,kg,D6N,90913,Weights
Note (1),"Operating Weight: Includes EROPS, A/C, lights, VPAT dozer, transmission, drawbar, engine enclosure, 3-valve hydraulics, 100% fuel, and Cat Comfort Series Air Suspension Seat and operator.","Operating Weight: Includes EROPS, A/C, lights, VPAT dozer, transmission, drawbar, engine enclosure, 3-valve hydraulics, 100% fuel, and Cat Comfort Series Air Suspension Seat and operator.",,,D6N,90913,Weights
Note (2),"Shipping Weight: Includes EROPS, A/C, lights, VPAT dozer, transmission, drawbar, engine enclosure, 3-valve hydraulics, 5% fuel, and Cat Comfort Series Air Suspension Seat.","Shipping Weight: Includes EROPS, A/C, lights, VPAT dozer, transmission, drawbar, engine enclosure, 3-valve hydraulics, 5% fuel, and Cat Comfort Series Air Suspension Seat.",,,D6N,90913,Weights
Operating Weight - Lgp,40446,18346,lb,kg,D6N,90913,Weights
Shipping Weight - Lgp,39339,17843.9,lb,kg,D6N,90913,Weights
Operating Weight - Xl Waste Handler,40818,18514.8,lb,kg,D6N,90913,Weights
Operating Weight - Lgp Waste Handler,44749,20297.9,lb,kg,D6N,90913,Weights
Shipping Weight - Xl Waste Handler,40029,18156.9,lb,kg,D6N,90913,Weights
Shipping Weight - Lgp Waste Handler,43642,19795.7,lb,kg,D6N,90913,Weights
Shipping Weight - Xl,36153,16398.8,lb,kg,D6N,90913,Weights
Operating Weight - Xl,36943,16757.1,lb,kg,D6N,90913,Weights
Xl Vpat Blade,2341,1061.9,lb,kg,D6N,90913,Weights
Lgp Vpat - Blade,2720,1233.8,lb,kg,D6N,90913,Weights
Xl Vpat Foldable,2762,1252.9,lb,kg,D6N,90913,Weights
Lgp Vpat - Foldable,3287,1491,lb,kg,D6N,90913,Weights
Xl Su - Blade,5732,2600,lb,kg,D6N,90913,Weights
Xl Vpat Landfill,2912,1320.9,lb,kg,D6N,90913,Weights
Multi-Shank Ripper - With 3 Shanks,2959,1342.2,lb,kg,D6N,90913,Weights
Lgp Vpat - Landfill,3166,1436.1,lb,kg,D6N,90913,Weights
Operating Weight - Xl Fine Grading,38162,17310,lb,kg,D6N,90913,Weights
Shipping Weight - Xl Fine Grading,37373,16952.2,lb,kg,D6N,90913,Weights
Width,10.8,3272,ft in,mm,D6N,90913,Standard Blade
Height,47.1,1195,in,mm,D6N,90913,Standard Blade
Capacity,4.2,3.2,yd3,m3,D6N,90913,Standard Blade
Cutting Depth,21.2,538,in,mm,D6N,90913,Standard Blade
Cooling System,10.6,40.2,gal,L,D6N,90913,Service Refill Capacities
Fuel Tank,73.2,277.1,gal,L,D6N,90913,Service Refill Capacities
Def Tank,5,19,gal,L,D6N,90913,Service Refill Capacities
Final Drive - Each,1.8,6.9,gal,L,D6N,90913,Service Refill Capacities
Hydraulic Tank,7.8,29.6,gal,L,D6N,90913,Service Refill Capacities
Engine Crankcase,4.5,17.1,gal,L,D6N,90913,Service Refill Capacities
Power Train,42.3,160.2,gal,L,D6N,90913,Service Refill Capacities
Roller Frames Xl/Lgp - Each,20/17.5 L (4.3/4.6 gal),20/17.5 L (4.3/4.6 gal),,,D6N,90913,Service Refill Capacities
Brakes,Brakes meet the standard ISO 10265:2008.,Brakes meet the standard ISO 10265:2008.,,,D6N,90913,Standards
Rops,ROPS (Rollover Protective Structure) offered by Caterpillar for the machine meets ROPS criteria ISO 3471:2008.,ROPS (Rollover Protective Structure) offered by Caterpillar for the machine meets ROPS criteria ISO 3471:2008.,,,D6N,90913,Standards
Fops,FOPS (Falling Object Protective Structure) meets ISO 3449-2005 Level II.,FOPS (Falling Object Protective Structure) meets ISO 3449-2005 Level II.,,,D6N,90913,Standards
Air Conditioning,The air conditioning system on this machine contains the fluorinated greenhouse gas refrigerant R134a (Global Warming Potential = 1430). The system contains 1.6 kg of refrigerant which has a CO2 equivalent of 2.288 metric tonnes.,The air conditioning system on this machine contains the fluorinated greenhouse gas refrigerant R134a (Global Warming Potential = 1430). The system contains 1.6 kg of refrigerant which has a CO2 equivalent of 2.288 metric tonnes.,,,D6N,90913,Air Conditioning System
Lift Cylinder Flow,33.5 gal/min,33.5 gal/min,,,D6N,90913,Hydraulic Controls - Pump
Ripper Cylinder Flow,33.5 gal/min,33.5 gal/min,,,D6N,90913,Hydraulic Controls - Pump
Pump Output - Steering,36.2 gal/min,36.2 gal/min,,,D6N,90913,Hydraulic Controls - Pump
Pump Output - Implement,33.5 gal/min,33.5 gal/min,,,D6N,90913,Hydraulic Controls - Pump
Tilt Cylinder Flow,23.8 gal/min,23.8 gal/min,,,D6N,90913,Hydraulic Controls - Pump
Angle Cylinder Flow - Vpat,33.5 gal/min,33.5 gal/min,,,D6N,90913,Hydraulic Controls - Pump
Maximum Implement Operating Pressure,3640 psi,3640 psi,,,D6N,90913,Hydraulic Controls - Pressures
Maximum Steering Operating Pressure,6556 psi,6556 psi,,,D6N,90913,Hydraulic Controls - Pressures
